group_id	TEST_NAME	UNIT	n	p_missing	deciles	LongName	prefix_meaning	suffix_meaning	group_path
14	c-reaktiivinenproteiini-pika(4594crp-pika)		47	100					1.2.2.1.2.2.1
14	c-reaktiivinenproteiini-pika(crp-pika)	mg/l	1488	0	[5, 6.88, 7, 7.34, 10.21, 14.71, 21.39, 32, 54.73]				1.2.2.1.2.2.1
14	c-reaktiivinenproteiini-pika(crp-pika)		505	99.8					1.2.2.1.2.2.1
14	cp-c-reaktiivinenproteiini,ihopiston,hoitoyksikössä	mg/l	1826	0	[1.75, 3.02, 5.68, 9.52, 14.27, 22.77, 34.19, 57.29, 89.46]				1.2.2.1.2.2.1
14	cp-c-reaktiivinenproteiini,ihopiston,hoitoyksikössä		497	46.88	[1.2, 1.53, 2.21, 2.84, 3.97, 4.8, 6.15, 7.51, 9.1]				1.2.2.1.2.2.1
14	fs-c-reaktiivinenproteiini	mg/l	241	0			Fasting serum		1.2.2.1.2.2.1
14	fs-c-reaktiivinenproteiini		184	100			Fasting serum		1.2.2.1.2.2.1
14	p-c-reaktiininenproteiini,vieritutkimus	mg/l	258	0	[5.85, 8.85, 11.14, 17.24, 24.49, 35.17, 49.34, 67.54, 96.38]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiininenproteiini,vieritutkimus		224	100			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini	mg/l	41046	0	[4.18, 7.12, 11.73, 18.09, 27.46, 40.11, 58.4, 87.78, 141.39]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini		24714	99.73			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini(kval)	mg/l	187	0	[6.14, 9.01, 13.88, 18.86, 24.62, 33.54, 47.21, 67.37, 102.4]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini(kval)		142	100			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini(kval)␤	mg/l	111	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini(kval)␤		130	100			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini(pikanäyte)	mg/l	6	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini(pikanäyte)		352	17.33	[1.52, 2.59, 4.86, 7.54, 12.38, 20.91, 32.04, 56.93, 83.62]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,crp	mg/l	110	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,crp		8	62.5			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,hoitoyksikkö	1	40	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,hoitoyksikkö	alle	5	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,hoitoyksikkö	mg/l	81	0	[8, 11, 13, 16.2, 22.25, 33.7, 48, 64, 131]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,hoitoyksikkö		156	63.46	[6, 8, 12, 14, 26, 32, 40, 60, 120]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,pikatesti	mg/l	190	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,pikatesti		3095	41.23	[6.43, 8.8, 12.04, 15.76, 21.17, 29.16, 41.93, 63.64, 96.9]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,vieritutkimus	mg/l	53	0			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,vieritutkimus		122	50.82			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,vieritutkimus,plasmasta	mg/l	202	0	[4.03, 6.98, 10.47, 16.6, 21.86, 29.42, 49.79, 68.66, 100]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini,vieritutkimus,plasmasta		120	71.67			Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiini.pika		316	20.25	[3.75, 6.98, 11.68, 15.55, 24.24, 38.44, 58.74, 89.38, 117.91]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiinipikahoitoyksiköt	mg/l	4601	0	[5.2, 7.99, 12.13, 17.43, 25.81, 37.54, 54.45, 78.12, 113.86]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiinipikahoitoyksiköt		1925	80.52	[1.18, 1.4, 1.83, 2.44, 3.17, 4.31, 5.83, 6.68, 8.76]		Plasma		1.2.2.1.2.2.1
14	p-c-reaktiivinenproteiinipikamittari		399	36.09	[7, 9.06, 12.92, 21.23, 28.43, 42.17, 58.76, 81.22, 122.07]		Plasma		1.2.2.1.2.2.1
14	pikatesti,c-reaktiivinenproteiini	mg/l	315	0	[6, 7.85, 10.56, 14.36, 20.22, 31.25, 44.62, 61.43, 91.59]				1.2.2.1.2.2.1
14	pikatesti,c-reaktiivinenproteiini		386	100					1.2.2.1.2.2.1
14	plasmanc-reaktiivinenproteiiniosoitus	1	36	0					1.2.2.1.2.2.1
14	plasmanc-reaktiivinenproteiiniosoitus	mg/l	3255	0	[6.24, 8.99, 12.45, 17.72, 25.65, 35.96, 50.8, 70.36, 106.56]				1.2.2.1.2.2.1
14	plasmanc-reaktiivinenproteiiniosoitus		2589	98.42					1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini	mg/l	773	0	[0.4, 0.73, 1.08, 1.43, 1.93, 2.88, 4.71, 7.16, 16.64]		Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini		121	100			Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini,herkkä	mg/l	813	0	[0.39, 0.59, 0.83, 1.22, 1.67, 2.46, 3.62, 5.63, 9.01]		Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini,herkkä		34	100			Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini,pika	mg/l	77	0	[8, 10, 12.4, 14.7, 17, 20.05, 27.4, 35, 48]		Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini,pika		199	75.88			Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini/	mg/l	191	0	[0.31, 0.5, 0.7, 0.96, 1.46, 2.27, 3.04, 4.65, 10.16]		Serum		1.2.2.1.2.2.1
14	s-c-reaktiivinenproteiini/		5	100			Serum		1.2.2.1.2.2.1
15	abcg2-geeninnukleotidivariaatiot,dna-tutkimus		564	100					1.2.2.1.2.2.2.1
15	b-perusverenkuva+trombosyytit		114191	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,leuk.erittelylaskentakoneella		4793	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,leukos.kon.eritt.,tromb.jaretik.		121	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,leukos.kon.eritt.,trombos.jaretikulos.		592	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,leukosyyttienerittelylaskenta,koneellinen		10066	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,paikallisanalytiikka		1333	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,tromb+neutr		1166	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,trombosyytit		1472	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,trombosyytitjaeosinofiilit		675	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,trombosyytitjakonediffi		2780	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,trombosyytitjaneutrofiilit		24178	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuva,trombosyytitjaneutrofiilit,pvk+neut		8691	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuvajaneutrofiilit,paikallisanalytiikka		131	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuvajatrombosyytit	form	17	0			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuvajatrombosyytit		113460	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuvajatrombosyytit(lks),osatutkimus		180	100			Blood		1.2.2.1.2.2.2.1
15	b-perusverenkuvajatrombosyytit,osatutk.		2730	100			Blood		1.2.2.1.2.2.2.1
15	b-retikulosyytit,perusverenkuvajatrombosyytit		663	100			Blood		1.2.2.1.2.2.2.1
15	cyp2b6-geeninnukleotidivariaatiot,dna-tutkimus		574	100					1.2.2.1.2.2.2.1
15	cyp2c19-geeninnukleotidivariaatiot,dna-tutkimus		571	100					1.2.2.1.2.2.2.1
15	cyp2c9-geeninnukleotidivariaatiot,dna-tutkimus		572	100					1.2.2.1.2.2.2.1
15	cyp3a5-geeninnukleotidivariaatiot,dna-tutkimus		564	99.82					1.2.2.1.2.2.2.1
15	cyp4f2-geeninnukleotidivariaatiot,dna-tutkimus		570	21.75	[11, 11, 11, 11, 11, 11, 13, 13, 13]				1.2.2.1.2.2.2.1
15	dpyd-geeninnukleotidivariaatiot,dna-tutkimus		239	100					1.2.2.1.2.2.2.1
15	dpyd-geeninnuleotidivariaatiot,dna-tutkimus		333	100					1.2.2.1.2.2.2.1
15	nudt15-geeninnukleotidivariaatiot,dna-tutkimus		572	96.85					1.2.2.1.2.2.2.1
15	perusverenkuva,trombosyytitjaneutrofiilit,verestä␤		1390	100					1.2.2.1.2.2.2.1
15	perusverenkuvajatrombosyytit		92902	100					1.2.2.1.2.2.2.1
15	perusverenkuvajatrombosyytit(2474b-pvk)		702	100					1.2.2.1.2.2.2.1
15	perusverenkuvajatrombosyytit(b-pvk)		2619	100					1.2.2.1.2.2.2.1
15	perusverenkuvajatrombosyytit(pvk)	paketti	7	0					1.2.2.1.2.2.2.1
15	perusverenkuvajatrombosyytit(pvk)		2213	100					1.2.2.1.2.2.2.1
15	perusverenkuvajatrombosyytit,verestä␤		8480	100					1.2.2.1.2.2.2.1
15	pieniverenkuvajatrombosyytit(k)		2632	100					1.2.2.1.2.2.2.1
15	slco1b1-geeninnukleotidivariaatiot,dna-tutkimus		572	95.98					1.2.2.1.2.2.2.1
15	tpmt-geeninnukleotidivariaatiot,dna-tutkimus		570	100					1.2.2.1.2.2.2.1
15	vkorc1-geeninnukleotidivariaatiot,dna-tutkimus		572	100					1.2.2.1.2.2.2.1
16	b-tromboplastiiniaika,pikamittaus,inr		114	4.39	[1, 1, 1, 1, 1, 1.1, 1.1, 1.16, 1.3]		Blood		1.2.2.1.2.2.2.2.1
16	cp-tromboplastiiniaika,ihopistosnäyte,vieritesti		367	0					1.2.2.1.2.2.2.2.1
16	koriongonadotropiini,b-alayksikkö,vapaa	ug/l	238	0	[20.8, 29.68, 37.17, 45.05, 53.52, 60.9, 76.7, 92, 128.51]				1.2.2.1.2.2.2.2.1
16	koriongonadotropiini,ihmisen,plasma	u/l	260	0	[3.31, 15.13, 48.78, 179.29, 409.62, 1283.88, 4468.73, 12092.44, 26695.9]				1.2.2.1.2.2.2.2.1
16	koriongonadotropiini,ihmisen,plasma		322	100					1.2.2.1.2.2.2.2.1
16	koriongonadotropiini,totaali,plasmasta	u/l	51	0					1.2.2.1.2.2.2.2.1
16	koriongonadotropiini,totaali,plasmasta		80	100					1.2.2.1.2.2.2.2.1
16	koriongonadotropiinib-alayks.vapaa	ug/l	183	0	[19.16, 29.13, 36.65, 46.35, 53, 59.46, 70.07, 87.23, 113.79]				1.2.2.1.2.2.2.2.1
16	p-alaniiniaminotransferaasi,paikallisanalytiikka,kuivakemia	u/l	508	0	[12.04, 14.16, 16, 19.06, 21.95, 25.02, 29.64, 33.96, 49.14]		Plasma		1.2.2.1.2.2.2.2.1
16	p-alaniiniaminotransferaasi,paikallisanalytiikka,kuivakemia		44	100			Plasma		1.2.2.1.2.2.2.2.1
16	p-alkalinenfosfataasi,paikallisanalytiikka,kuivakemia	u/l	332	0	[48.45, 56.63, 66.04, 71.83, 80.63, 88.08, 97.07, 112.52, 170.2]		Plasma		1.2.2.1.2.2.2.2.1
16	p-amylaasi,paikallisanalytiikka,kuivakemia	u/l	250	0	[31.3, 38.58, 46.93, 53.56, 60.28, 68.24, 76.33, 86.52, 107.32]		Plasma		1.2.2.1.2.2.2.2.1
16	p-glukoosi,paikallisanalytiikka,kuivakemia	mmol/l	165	0	[5.42, 5.81, 6.07, 6.3, 6.5, 6.99, 7.75, 8.77, 11.6]		Plasma		1.2.2.1.2.2.2.2.1
16	p-glutamyyliransferaasi,paikallisanalytiikka,kuivakemia	u/l	168	0	[15.4, 19.36, 22.3, 26.32, 31.49, 41.71, 57.4, 84.77, 183.06]		Plasma		1.2.2.1.2.2.2.2.1
16	p-glutamyyliransferaasi,paikallisanalytiikka,kuivakemia		6	100			Plasma		1.2.2.1.2.2.2.2.1
16	p-kalium,paikallisanalytiikka,kuivakemia	mmol/l	2353	0	[3.46, 3.68, 3.81, 3.92, 4.04, 4.17, 4.3, 4.43, 4.7]		Plasma		1.2.2.1.2.2.2.2.1
16	p-koriongonadotropiini,ihmisen	u/l	272	0	[0, 0, 2.47, 10.82, 148.71, 698.13, 2470.41, 7994.32, 36003.93]		Plasma		1.2.2.1.2.2.2.2.1
16	p-koriongonadotropiini,ihmisen		360	100			Plasma		1.2.2.1.2.2.2.2.1
16	p-koriongonadotropiini,totaali	iu/l	95	0			Plasma		1.2.2.1.2.2.2.2.1
16	p-koriongonadotropiini,totaali		262	100			Plasma		1.2.2.1.2.2.2.2.1
16	p-kreatiniini,paikallisanalytiikka,kuivakemia	umol/l	1411	0	[47.66, 54, 59.17, 63.69, 68.93, 74.65, 83.11, 96.3, 119.93]		Plasma		1.2.2.1.2.2.2.2.1
16	p-kreatiniini,paikallisanalytiikka,kuivakemiap-kreatiniini,paikallisanalytiikka,kuivakemia	umol/l	760	0	[47.29, 54.91, 60.08, 65.66, 72.04, 82.86, 96.74, 122.68, 179.25]		Plasma		1.2.2.1.2.2.2.2.1
16	p-natrium,paikallisanalytiikka,kuivakemia	mmol/l	2325	0	[133.91, 136.92, 138.89, 139.98, 140.99, 141.95, 142.79, 143.51, 144.96]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboblastiiniaika	%	559	0	[50.13, 63.09, 71.28, 78.72, 85.87, 92.81, 100.24, 109.39, 120.34]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika	%	2769	0	[54.83, 66.89, 74.64, 80.83, 87.01, 93.48, 99.94, 107.38, 117.53]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika		417	12.71	[1.17, 1.81, 2, 2.2, 2.34, 2.5, 2.68, 2.9, 3.34]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,aktivoitu,partiaalinen	s	1686	0	[24, 25, 26, 26.9, 27.9, 29.01, 30.88, 32.96, 36.72]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,aktivoitu,partiaalinen		22	100			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr	1	23	0			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr	inr	45	0			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr		266	0.75	[1.19, 1.72, 2, 2.21, 2.4, 2.58, 2.78, 3.01, 3.45]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr,tt		9529	0.7	[1.12, 1.57, 1.98, 2.19, 2.35, 2.51, 2.7, 2.93, 3.31]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulos	1	13965	0	[1.82, 2.04, 2.2, 2.34, 2.49, 2.62, 2.81, 3.01, 3.37]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulos	inr	6341	0	[1, 1.07, 1.11, 1.35, 1.9, 2.19, 2.41, 2.67, 3.06]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulos		121	100	[1.74, 2.02, 2.2, 2.33, 2.48, 2.62, 2.81, 3.04, 3.42]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulostus	1	64	0			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulostus	inr	38474	0			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulostus		142	100	[1.09, 1.36, 1.91, 2.14, 2.31, 2.48, 2.68, 2.9, 3.27]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulostus,vieritutkimus	inr	112	0	[1, 1, 1, 1, 1.1, 1.1, 1.2, 1.24, 2.02]		Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inr-tulostus,vieritutkimus		171	4.68			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika,inrtulostus		201	0			Plasma		1.2.2.1.2.2.2.2.1
16	p-tromboplastiiniaika-pika,inrpika-tulos		338	2.07	[1, 1, 1, 1, 1.1, 1.13, 1.2, 1.45, 1.98]		Plasma		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini,vapaa-b-ketju	ug/l	114	0	[25.51, 31.71, 40.79, 51.3, 61.57, 74.11, 91.5, 115.15, 154.08]		Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,ihm.vap	ug/l	309	0	[21.65, 28.99, 34.44, 41.96, 50.94, 60.22, 67.89, 84, 110.47]		Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,ihmisen,vapaa	pmol/l	7	0			Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,ihmisen,vapaa	ug/l	369	0	[20.26, 27.65, 34.39, 42.67, 51.57, 61, 72.6, 88.05, 118.59]		Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,ihmisen,vapaa		18	100			Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,ihmisen,vapaa(kasvainmerkkiaine)	ug/l	110	0	[23.5, 29, 40, 46.83, 53.67, 62, 79.47, 110, 135]		Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,ihmisen,vapaa(kasvainmerkkiaine)		5	100			Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,vapaa	ug/l	136	0	[22.42, 35.1, 43.56, 50.45, 61.86, 68.23, 86.2, 99.41, 133.31]		Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,vapaa1.trimesterinseula	ug/l	462	0	[22.43, 29.82, 36.68, 43.43, 50.5, 58.52, 69.2, 89.03, 117.92]		Serum		1.2.2.1.2.2.2.2.1
16	s-koriongonadotropiini-b-alayksikkö,vapaaxmom,down-seulassa	mom	308	0	[0.47, 0.55, 0.69, 0.81, 0.96, 1.14, 1.33, 1.54, 2.03]		Serum		1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika	%	148	0	[70, 81.7, 88.56, 93.9, 99.5, 105.76, 113.69, 119.28, 129.2]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika		11	9.09					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,aktivoitu,partiaalinen,plasma	s	406	0	[29, 30, 31, 32, 33.37, 34.99, 36.76, 38.86, 43.28]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,aktivoitu,partiaalinen,plasma		7	100					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,aktivoitu,partiaalinen.plasma	s	752	0	[26.93, 28.04, 29.39, 30.29, 31, 32, 33.74, 35, 39.05]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,aktivoitu,partiaalinen.plasma		18	100					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulos	inr	2713	0	[1.1, 1.71, 1.98, 2.17, 2.35, 2.54, 2.73, 2.97, 3.34]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulos		183	100					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostu	inr	494	0					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostu		5	100					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus	inr	9382	0	[1, 1.09, 1.22, 1.68, 2.05, 2.29, 2.51, 2.77, 3.17]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus		129	97.67					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,kapillaariverestä		607	0.82	[1.73, 2, 2.19, 2.3, 2.5, 2.68, 2.88, 3.1, 3.5]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,laaduntarkkailu	inr	127	0					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,laaduntarkkailu		8	100					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,plasma	inr	11740	0	[0.99, 1, 1.1, 1.14, 1.3, 1.71, 2.21, 2.57, 3.07]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,plasma		216	88.89					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,plasmasta	1	15	0					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,plasmasta		1331	1.58	[1, 1.1, 1.19, 1.54, 1.98, 2.23, 2.43, 2.7, 3.03]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,plasmasta␤	inr	15979	0					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,inr-tulostus,plasmasta␤		58	100					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,pikamääritys,plasmasta␤	inr	128	0					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,pikatesti,veri	inr	206	0	[1, 1, 1, 1, 1, 1.1, 1.1, 1.1, 1.2]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,pikatesti,veri		91	62.64					1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,plasma	%	676	0	[59.55, 72.86, 81.47, 88.69, 96.37, 103.04, 108.92, 116.32, 128.3]				1.2.2.1.2.2.2.2.1
16	tromboplastiiniaika,plasma		22	100					1.2.2.1.2.2.2.2.1
16	u-koriongonadotropiini,ihmisen(kval)		124	100			Urine		1.2.2.1.2.2.2.2.1
17	b-veriryhmäjavasta-aineseulonta		1581	100			Blood		1.2.2.1.2.2.2.2.2.1
17	b-veriryhmävasta-aineet,raskaudenaikaiset		2311	100			Blood		1.2.2.1.2.2.2.2.2.1
17	b-veriryhmävasta-aineet,raskaudenaikaiset(äidinnäyte)		754	100			Blood		1.2.2.1.2.2.2.2.2.1
17	borrelia,iggvasta-aineet,seerumista		240	100					1.2.2.1.2.2.2.2.2.1
17	borrelia,igmvasta-aineet,seerumista		240	100					1.2.2.1.2.2.2.2.2.1
17	borrelia,vasta-aineet,seerumista␤		216	100					1.2.2.1.2.2.2.2.2.1
17	dna,natiivi,vasta-aineet,seerumista	iu/ml	27	0					1.2.2.1.2.2.2.2.2.1
17	dna,natiivi,vasta-aineet,seerumista		156	100					1.2.2.1.2.2.2.2.2.1
17	dna,vasta-aineet(natiivi),if-menetelmä,seerumista	iu/ml	10	0					1.2.2.1.2.2.2.2.2.1
17	dna,vasta-aineet(natiivi),if-menetelmä,seerumista	titre	9	0					1.2.2.1.2.2.2.2.2.1
17	dna,vasta-aineet(natiivi),if-menetelmä,seerumista		136	100					1.2.2.1.2.2.2.2.2.1
17	dna,vasta-aineet,immunofluor		115	100					1.2.2.1.2.2.2.2.2.1
17	dna,vasta-aineet,natiivi	kiu/l	180	0	[0.74, 0.95, 1.35, 1.83, 2.45, 3.87, 5.97, 10.96, 27.56]				1.2.2.1.2.2.2.2.2.1
17	dna,vasta-aineet,natiivi		10	100					1.2.2.1.2.2.2.2.2.1
17	e-veriryhmä,abojarh(veripalvelunerikoistutkimukset)		255	100			Erythrocyte		1.2.2.1.2.2.2.2.2.1
17	keliakia,vasta-ainetutkimus,seerumista		204	100					1.2.2.1.2.2.2.2.2.1
17	myeloperoksidaasi,vasta-aineet,seerumista␤	iu/ml	41	0					1.2.2.1.2.2.2.2.2.1
17	myeloperoksidaasi,vasta-aineet,seerumista␤		175	100					1.2.2.1.2.2.2.2.2.1
17	p-veriryhmävasta-aine,seulonta		1310	100			Plasma		1.2.2.1.2.2.2.2.2.1
17	p-veriryhmävasta-aineet,seulonta		6461	100			Plasma		1.2.2.1.2.2.2.2.2.1
17	p-veriryhmävasta-aineet,seulonta(kval)		116	100			Plasma		1.2.2.1.2.2.2.2.2.1
17	p-veriryhmävasta-aineet,seulonta,spr		192	100			Plasma		1.2.2.1.2.2.2.2.2.1
17	proteinaasi3,vasta-aineet␤,seerumista	iu/ml	50	0					1.2.2.1.2.2.2.2.2.1
17	proteinaasi3,vasta-aineet␤,seerumista		179	100					1.2.2.1.2.2.2.2.2.1
17	pölyryhmä(phadiatop),igevasta-aineet,seerumista␤	u/ml	110	0					1.2.2.1.2.2.2.2.2.1
17	pölyryhmä(phadiatop),igevasta-aineet,seerumista␤		128	100					1.2.2.1.2.2.2.2.2.1
17	ruokaryhmä,igevasta-aineet,seerumista␤	u/ml	74	0					1.2.2.1.2.2.2.2.2.1
17	ruokaryhmä,igevasta-aineet,seerumista␤		120	100					1.2.2.1.2.2.2.2.2.1
17	s-c-anca-vasta-aineet,immunofluoresenssi	titre	15	0			Serum		1.2.2.1.2.2.2.2.2.1
17	s-c-anca-vasta-aineet,immunofluoresenssi		751	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-dna,vasta-aineet(natiivi)	iu/ml	32	0			Serum		1.2.2.1.2.2.2.2.2.1
17	s-dna,vasta-aineet(natiivi)		262	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-histoni,vasta-aineet,immunoblotting-tekniikka		174	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-jo1,vasta-aineet,immunoblotting-tekniikka		174	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-keliakia,vasta-ainetutkimus		779	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-keliakia,vasta-ainetutkimus,seerumista		208	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-p-anca-vasta-aineet,immunofluoresenssi	titre	10	0			Serum		1.2.2.1.2.2.2.2.2.1
17	s-p-anca-vasta-aineet,immunofluoresenssi		756	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-sentromeeri,vasta-aineet,immunoblotting-tekni		174	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-skleroderma70,vasta-aineet,immunoblotting-te		174	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-sm(smith),vasta-aineet,immunoblotting-teknii		174	100			Serum		1.2.2.1.2.2.2.2.2.1
17	s-tuma,vasta-aineet,analyysi		140	100			Serum		1.2.2.1.2.2.2.2.2.1
17	skleroderma70,vasta-aineet,seerumista	u/ml	5	0					1.2.2.1.2.2.2.2.2.1
17	skleroderma70,vasta-aineet,seerumista		172	99.42					1.2.2.1.2.2.2.2.2.1
17	sm,vasta-aineet,seerumista	u/ml	17	0					1.2.2.1.2.2.2.2.2.1
17	sm,vasta-aineet,seerumista		209	100					1.2.2.1.2.2.2.2.2.1
17	tuma,vasta-aineet,tyypitys,seerumista␤		177	100					1.2.2.1.2.2.2.2.2.1
17	veriryhmävasta-aineet,raskaudenaikaiset		396	100					1.2.2.1.2.2.2.2.2.1
17	veriryhmävasta-aineet,raskaudenaikaiset,verestä␤		337	100					1.2.2.1.2.2.2.2.2.1
17	veriryhmävasta-aineet,raskaudenaikaiset,veri		349	100					1.2.2.1.2.2.2.2.2.1
