concept_id,omop_quantity
3003683,Number Fraction
3001552,Number Concentration
3020318,Number Fraction
3035768,Number Fraction
3036234,Number Fraction
3036822,Number Fraction
3023391,Number Fraction
3001982,Presence or Threshold
3020666,Mass Concentration
3036642,Presence or Threshold
3036876,Presence or Threshold
3037698,Presence or Threshold
3020910,Presence or Threshold
3009548,Presence or Threshold
3015061,Presence or Threshold
3013097,Mass Concentration
3008590,Presence or Threshold
3016444,Presence or Threshold
3033824,Presence or Threshold
3021810,Presence or Threshold
3012395,Presence or Threshold
3016033,Presence or Threshold
3008385,Presence or Threshold
3017090,Presence or Threshold
3027997,Mass Concentration
3017629,Mass Concentration
3017856,Mass Concentration
3017141,Mass Concentration
3017987,Mass Concentration
3025196,Mass Concentration
3026021,Mass Concentration
3004763,Presence or Threshold
3007861,Mass Concentration
3021717,Number Fraction
3006756,Mass Concentration
3012469,Mass Concentration
3026998,Mass Ratio
3012913,Mass Ratio
3026925,Mass Concentration
3025179,Mass Ratio
3026017,Mass Ratio
3026546,Mass Ratio
3013141,Mass Ratio
3027976,Mass Ratio
3013582,Mass Ratio
3011291,Mass Concentration
3014984,Mass Concentration
3019641,Substance Concentration
3021650,Substance Concentration
3028557,Substance Concentration
3009325,Arbitrary Concentration
3010156,Mass Concentration
3015893,Presence or Threshold
3019038,Substance Concentration
3005265,Presence or Threshold
3000974,Mass Concentration
3027514,Mass Concentration
3003553,Presence or Threshold
3002525,Presence or Threshold
3016962,Titer
3022194,Presence or Threshold
3023211,Substance Concentration
3023445,Mass Concentration
3000252,Mass Concentration
3003816,Substance Concentration
3002708,Presence or Threshold
3010340,Mass Concentration
3001059,Mass Concentration
3021241,Presence or Threshold
3036073,Presence or Threshold
3036588,Presence or Threshold
3003480,Substance Concentration
3002299,Substance Concentration
3002051,Substance Concentration
3020973,Number Fraction
3028582,Mass Concentration
3036934,Mass Concentration
3037755,Presence or Threshold
3021206,Presence or Threshold
3011810,Presence or Threshold
3015368,Substance Concentration
3037588,Substance Ratio
3009894,Ratio
3038126,Substance Concentration
3033504,Mass Concentration
3022109,Presence or Threshold
3012693,Presence or Identity
3015699,Presence or Threshold
3008443,Titer
3017391,Presence or Threshold
3017938,Substance Concentration
3018161,Arbitrary Concentration
3013347,Substance Concentration
3017439,Mass Ratio
3018287,Substance Concentration
3018590,Substance Concentration
3014524,Substance Concentration
3005018,Substance Concentration
3007498,Arbitrary Concentration
3006487,Presence or Threshold
3009869,Mass Concentration
3022384,Presence or Threshold
3014600,Percentile
3015126,Mass Ratio
3008819,Mass Concentration
3006424,Mass Concentration
3023274,Mass Concentration
3025586,Presence or Threshold
3015624,Catalytic Concentration
3026974,Presence or Threshold
3021543,Catalytic Concentration
3022567,Catalytic Concentration
3024028,Catalytic Concentration
3004025,Susceptibility (microorganisms)
3011093,Catalytic Rate
3018933,Catalytic Concentration
3021925,Mass Concentration
3023245,Presence or Threshold
3023763,Mass Concentration
3000275,Mass Concentration
3003839,Mass Concentration
3002195,Presence or Threshold
3022441,Titer
3022812,Mass Concentration
3018660,Impression/interpretation of study
3014302,Impression/interpretation of study
3019769,Mass Concentration
3004542,Mass Concentration
3004282,Mass Concentration
3003174,Mass Concentration
3002071,Mass Concentration
3020932,Mass Concentration
3036958,Presence or Threshold
3007206,Susceptibility (microorganisms)
3037481,Mass Concentration
3004463,Mass Concentration
3002755,Mass Rate
3001645,Mass Concentration
3023713,Mass Concentration
3037556,Mass Concentration
3038146,Mass Concentration
3033526,Mass Concentration
3006111,Susceptibility (microorganisms)
3021835,Mass Rate
3013013,Volume Rate
3011608,Mass Ratio
3011145,Ratio
3011985,Arbitrary Concentration
3009405,Identifier
3022818,Volume
3019261,Volume
3019771,Volume
3010554,Titer
3011089,Titer
3018928,Mass Concentration
3022198,Presence or Threshold
3023226,Arbitrary Concentration
3023759,Ratio
3000269,Arbitrary Concentration
3033349,Mass Concentration
3019542,Presence or Threshold
3019766,Presence or Identity
3004540,Arbitrary Concentration
3003493,Number Fraction
3003168,Number Fraction
3002068,Number Fraction
3034204,Mass Concentration
3020989,Number Fraction
3036940,Impression/interpretation of study
3037465,Mass Concentration
3037711,Mass Concentration
3002754,Mass Concentration
3001642,Mass Concentration
3019091,Mass Concentration
3037601,Mass Concentration
3034734,Mass Concentration
3038140,Mass Concentration
3033523,Mass Concentration
3021832,Mass Concentration
3012700,Mass Concentration
3015718,Mass Concentration
3008463,Mass Concentration
3034203,Mass Concentration
3034733,Mass Concentration
3019930,Mass Concentration
3022729,Mass Concentration
3013666,Mass Concentration
3011960,Mass Concentration
3017453,Electrical Potential (Voltage)
3013682,Mass Concentration
3026807,Titer
3011965,Mass Concentration
3017457,Mass Rate
3018311,Mass Ratio
3018857,Volume Rate
3021384,Presence or Threshold
3005199,Arbitrary Concentration
3000214,Arbitrary Concentration
3003087,Arbitrary Concentration
3001746,Arbitrary Concentration
3033359,Arbitrary Concentration
3005414,Arbitrary Concentration
3000950,Arbitrary Concentration
3003588,Arbitrary Concentration
3002490,Arbitrary Concentration
3001389,Arbitrary Concentration
3019708,Arbitrary Concentration
3035102,Arbitrary Concentration
3035687,Arbitrary Concentration
3035897,Arbitrary Concentration
3014164,Catalytic Concentration
3009963,Arbitrary Concentration
3007438,Arbitrary Concentration
3006347,Presence or Threshold
3022086,Arbitrary Concentration
3025190,Presence or Threshold
3026027,Presence or Threshold
3012696,Catalytic Concentration
3026866,Presence or Threshold
3013099,Presence or Threshold
3027986,Presence or Threshold
3013891,Presence or Threshold
3011019,Presence or Threshold
3026682,Presence or Threshold
3027516,Presence or Threshold
3010935,Substance Concentration
3015714,Catalytic Content
3028569,Mass Concentration
3009880,Arbitrary Concentration
3010182,Mass Concentration
3015906,Mass fraction
3019050,Arbitrary Concentration
3022320,Mass Concentration
3005839,Mass Concentration
3010558,Mass Concentration
3008459,Mass Concentration
3011083,Titer
3016509,Presence or Identity
3022204,Presence or Threshold
3023232,Substance Concentration
3023765,Mass fraction
3000263,Mass fraction
3003829,Mass Concentration
3002186,Mass Concentration
3001025,Mass Concentration
3017010,Susceptibility (microorganisms)
3019545,Mass Ratio
3004593,Arbitrary Concentration
3004272,Mass Concentration
3020982,Susceptibility (microorganisms)
3036947,Susceptibility (microorganisms)
3037474,Susceptibility (microorganisms)
3017396,Presence or Threshold
3037708,Susceptibility (microorganisms)
3002747,Susceptibility (microorganisms)
3001635,Susceptibility (microorganisms)
3019097,Susceptibility (microorganisms)
3037844,Susceptibility (microorganisms)
3033837,Mass Ratio
3022120,Presence or Threshold
3017943,Mass Concentration
3013000,Arbitrary Concentration
3015663,Presence or Threshold
3008469,Titer
3034199,Titer
3034727,Titer
3022734,Titer
3013672,Titer
3018479,Presence or Threshold
3011966,Titer
3017445,Titer
3018296,Titer
3018845,Titer
3014167,Titer
3004968,Titer
3012853,Titer
3018371,Titer
3004853,Mass Concentration
3008483,Titer
3014617,Titer
3015131,Titer
3008813,Titer
3007770,Arbitrary Concentration
3006447,Arbitrary Concentration
3023287,Arbitrary Concentration
3025835,Titer
3007950,Mass Concentration
3016046,Titer
3016339,Titer
3008301,Presence or Threshold
3007136,Impression/interpretation of study
3006085,Number Concentration
3026491,Titer
3027868,Titer
3028709,Titer
3024101,Presence or Threshold
3024637,Presence or Threshold
3005748,Presence or Threshold
3027097,Presence or Threshold
3028533,Mass Concentration
3024163,Mass Rate
3024701,Mass Concentration
3011535,Mass Concentration
3026068,Mass Concentration
3012050,Mass Concentration
3006224,Mass Rate
3009463,Presence or Identity
3023109,Presence or Threshold
3025915,Presence or Threshold
3012212,Mass Concentration
3026429,Mass Concentration
3012936,Mass Concentration
3010049,Mass Concentration
3010661,Mass Concentration
3025258,Mass Rate
3020497,Mass Concentration
3020712,Mass Concentration
3005574,Mass Concentration
3000030,Mass Concentration
3013752,Volume Fraction
3023157,Mass Rate
3019599,Relative catalytic concentration
3019829,Number Fraction
3018835,Mass Concentration
3005440,Number Fraction
3004342,Number Fraction
3003236,Number Fraction
3002135,Number Fraction
3020994,Number Fraction
3037252,Number Fraction
3017541,Susceptibility (microorganisms)
3005631,Number Fraction
3000012,Number Fraction
3014538,Mass Concentration
3002809,Number Fraction
3001704,Number Fraction
3000621,Number Fraction
3037907,Number Fraction
3033596,Number Fraction
3034134,Number Fraction
3022134,Number Fraction
3013306,Number Fraction
3004961,Presence or Threshold
3000575,Number Concentration
3034490,Number Concentration
3035025,Number Concentration
3019992,Number Fraction
3013964,Number Concentration
3012251,Number Fraction
3017467,Number Concentration
3018610,Number Fraction
3014254,Number Concentration
3035891,Titer
3009957,Titer
3013459,Titer
3018439,Titer
3008551,Arbitrary Concentration
3014905,Mass Concentration
3015437,Mass Content
3008730,Mass Concentration
3007502,Mass Rate
3007552,Susceptibility (microorganisms)
3007051,Susceptibility (microorganisms)
3008974,Susceptibility (microorganisms)
3015807,Susceptibility (microorganisms)
3016109,Susceptibility (microorganisms)
3016949,Susceptibility (microorganisms)
3008293,Mass Concentration
3007257,Substance Concentration
3006491,Catalytic Concentration
3006157,Titer
3026501,Titer
3028175,Presence or Identity
3028769,Number Fraction
3004053,Presence or Threshold
3006919,Mass Concentration
3005812,Presence or Threshold
3022952,Catalytic Concentration
3027397,Presence or Threshold
3023936,Presence or Threshold
3024467,Arbitrary Concentration
3025000,Mass fraction
3011550,Mass Concentration
3026131,Mass Ratio
3012343,Arbitrary Concentration
3024557,Number Fraction
3025207,Mass Concentration
3025376,Arbitrary Concentration
3025984,Titer
3012206,Titer
3027030,Titer
3013240,Mass Concentration
3010666,Mass Concentration
3014068,Mass Concentration
3020793,Mass Concentration
3021018,Mass Concentration
3027622,Mass Concentration
3013912,Mass Ratio
3011333,Mass Concentration
3015013,Mass Concentration
3019669,Mass Concentration
3021672,Mass Concentration
3005346,Mass Concentration
3000813,Mass Concentration
3002915,Arbitrary Concentration
3026328,Presence or Threshold
3002357,Mass Concentration
3022577,Presence or Threshold
3005845,Mass Concentration
3003641,Mass Concentration
3002548,Presence or Threshold
3001455,Presence or Threshold
3027163,Mass Concentration
3019701,Presence or Identity
3035453,Presence or Identity
3035975,Presence or Identity
3003856,Presence or Identity
3002208,Presence or Identity
3001095,Presence or Identity
3020351,Presence or Identity
3036321,Presence or Identity
3013394,Mass Concentration
3036843,Presence or Identity
3037444,Presence or Identity
3020271,Presence or Identity
3009522,Presence or Identity
3014739,Presence or Identity
3035439,Presence or Threshold
3035962,Presence or Threshold
3036480,Titer
3006437,Mass Rate
3023028,Mass Concentration
3013527,Presence or Threshold
3018723,Presence or Identity
3008067,Presence or Identity
3015210,Substance Content
3015746,Presence or Identity
3016273,Arbitrary Concentration
3022684,Mass Concentration
3009033,Presence or Threshold
3015871,Presence or Threshold
3016406,Presence or Threshold
3016614,Presence or Threshold
3004146,Arbitrary Concentration
3007270,Arbitrary Concentration
3005681,Arbitrary Concentration
3027084,Arbitrary Concentration
3017291,Arbitrary Concentration
3017818,Arbitrary Concentration
3004666,Arbitrary Concentration
3006989,Arbitrary Concentration
3006652,Arbitrary Concentration
3027454,Arbitrary Concentration
3024242,Arbitrary Concentration
3024772,Arbitrary Concentration
3025610,Presence or Threshold
3025591,Mass Rate
3011900,Presence or Threshold
3006798,Arbitrary Concentration
3021743,Presence or Threshold
3024860,Presence or Threshold
3025685,Arbitrary Concentration
3026273,Presence or Threshold
3012507,Arbitrary Concentration
3027333,Arbitrary Concentration
3026980,Mass Ratio
3013546,Arbitrary Concentration
3010425,Arbitrary Concentration
3014652,Arbitrary Concentration
3027176,Arbitrary Concentration
3027628,Arbitrary Concentration
3009283,Arbitrary Concentration
3009818,Arbitrary Concentration
3027821,Mass Ratio
3015317,Arbitrary Concentration
3019325,Arbitrary Concentration
3021978,Presence or Threshold
3005402,Presence or Threshold
3000882,Arbitrary Concentration
3010505,Arbitrary Concentration
3016232,Arbitrary Concentration
3028054,Mass Concentration
3021865,Arbitrary Concentration
3022634,Presence or Threshold
3005912,Arbitrary Concentration
3000452,Presence or Threshold
3003711,Presence or Threshold
3002604,Arbitrary Concentration
3001515,Arbitrary Concentration
3020000,Presence or Threshold
3024303,Mass Concentration
3019185,Arbitrary Concentration
3000302,Arbitrary Concentration
3003372,Arbitrary Concentration
3002271,Arbitrary Concentration
3001948,Arbitrary Concentration
3021277,Arbitrary Concentration
3036610,Arbitrary Concentration
3036897,Presence or Threshold
3037131,Presence or Threshold
3020884,Presence or Threshold
3002154,Arbitrary Concentration
3023657,Arbitrary Concentration
3037260,Arbitrary Concentration
3037786,Arbitrary Concentration
3033786,Arbitrary Concentration
3021230,Presence or Threshold
3012417,Arbitrary Concentration
3015995,Arbitrary Concentration
3010190,Viscosity
3008676,Arbitrary Concentration
3017065,Arbitrary Concentration
3034382,Presence or Threshold
3022438,Presence or Threshold
3013315,Presence or Threshold
3011674,Presence or Threshold
3016571,Arbitrary Concentration
3017713,Presence or Threshold
3010493,Viscosity
3018254,Arbitrary Concentration
3018788,Presence or Threshold
3004930,Arbitrary Concentration
3007407,Arbitrary Concentration
3004058,Susceptibility (microorganisms)
3017779,Arbitrary Concentration
3018327,Presence or Threshold
3014265,Arbitrary Concentration
3014784,Arbitrary Concentration
3016220,Mass Concentration
3003962,Arbitrary Concentration
3007661,Arbitrary Concentration
3006565,Arbitrary Concentration
3022639,Arbitrary Concentration
3021452,Arbitrary Concentration
3026360,Arbitrary Concentration
3004915,Arbitrary Concentration
3007936,Arbitrary Concentration
3028462,Mass Concentration
3006237,Arbitrary Concentration
3022052,Arbitrary Concentration
3025830,Arbitrary Concentration
3025741,Arbitrary Concentration
3026580,Arbitrary Concentration
3013111,Arbitrary Concentration
3027947,Arbitrary Concentration
3013601,Presence or Threshold
3024106,Mass Concentration
3025502,Presence or Threshold
3026633,Arbitrary Concentration
3027470,Arbitrary Concentration
3010907,Arbitrary Concentration
3028284,Presence or Threshold
3009593,Presence or Threshold
3010129,Arbitrary Concentration
3015633,Arbitrary Concentration
3018995,Arbitrary Concentration
3022265,Arbitrary Concentration
3023976,Arbitrary Concentration
3010268,Arbitrary Concentration
3010810,Arbitrary Concentration
3016518,Arbitrary Concentration
3021857,Arbitrary Concentration
3022943,Arbitrary Concentration
3023480,Arbitrary Concentration
3000532,Arbitrary Concentration
3024630,Mass Concentration
3003769,Arbitrary Concentration
3002679,Arbitrary Concentration
3022825,Arbitrary Concentration
3023555,Arbitrary Concentration
3019490,Arbitrary Concentration
3005028,Arbitrary Concentration
3003446,Arbitrary Concentration
3003119,Arbitrary Concentration
3011484,Mass Concentration
3002023,Presence or Threshold
3020628,Presence or Threshold
3036668,Arbitrary Concentration
3037200,Arbitrary Concentration
3004358,Arbitrary Concentration
3003324,Arbitrary Concentration
3001581,Arbitrary Concentration
3023403,Presence or Threshold
3011399,Mass Concentration
3037269,Arbitrary Concentration
3038096,Arbitrary Concentration
3033475,Arbitrary Concentration
3021533,Arbitrary Concentration
3012718,Presence or Threshold
3033301,Presence or Threshold
3014027,Mass Concentration
3033856,Arbitrary Concentration
3034438,Arbitrary Concentration
3022742,Presence or Threshold
3013617,Arbitrary Concentration
3011976,Arbitrary Concentration
3017157,Presence or Threshold
3018005,Presence or Threshold
3018558,Arbitrary Concentration
3014499,Arbitrary Concentration
3009380,Presence or Threshold
3013182,Arbitrary Concentration
3018074,Arbitrary Concentration
3018618,Arbitrary Concentration
3014273,Arbitrary Concentration
3014854,Presence or Threshold
3008834,Arbitrary Concentration
3007647,Arbitrary Concentration
3006568,Arbitrary Concentration
3022214,Mass Concentration
3022706,Arbitrary Concentration
3006925,Titer
3014932,Arbitrary Concentration
3015755,Arbitrary Concentration
3016284,Arbitrary Concentration
3008243,Arbitrary Concentration
3007080,Arbitrary Concentration
3006033,Arbitrary Concentration
3026143,Arbitrary Concentration
3023540,Length
3027588,Arbitrary Concentration
3028426,Arbitrary Concentration
3024065,Arbitrary Concentration
3007341,Arbitrary Concentration
3006176,Arbitrary Concentration
3027103,Arbitrary Concentration
3028479,Arbitrary Concentration
3023882,Arbitrary Concentration
3019171,Length
3024712,Arbitrary Concentration
3010953,Presence or Threshold
3011156,Arbitrary Concentration
3012005,Arbitrary Concentration
3009426,Arbitrary Concentration
3024786,Arbitrary Concentration
3025623,Arbitrary Concentration
3012155,Arbitrary Concentration
3000351,Area
3026702,Arbitrary Concentration
3012663,Arbitrary Concentration
3010076,Arbitrary Concentration
3010614,Arbitrary Concentration
3020160,Arbitrary Concentration
3020078,Arbitrary Concentration
3005585,Arbitrary Concentration
3011986,Presence or Threshold
3012042,Area
3009407,Arbitrary Concentration
3019775,Arbitrary Concentration
3004547,Arbitrary Concentration
3003455,Arbitrary Concentration
3003192,Arbitrary Concentration
3002077,Arbitrary Concentration
3020939,Arbitrary Concentration
3020121,Arbitrary Concentration
3005517,Arbitrary Concentration
3004423,Arbitrary Concentration
3002760,Arbitrary Concentration
3001651,Arbitrary Concentration
3000631,Arbitrary Concentration
3037554,Arbitrary Concentration
3033540,Arbitrary Concentration
3033533,Presence or Threshold
3013762,Mass
3022139,Presence or Threshold
3001921,Arbitrary Concentration
3000594,Arbitrary Concentration
3038218,Arbitrary Concentration
3034208,Arbitrary Concentration
3034740,Presence or Threshold
3019940,Arbitrary Concentration
3013926,Arbitrary Concentration
3023166,Mass
3012267,Arbitrary Concentration
3017172,Arbitrary Concentration
3035629,Presence or Threshold
3035846,Presence or Threshold
3008019,Arbitrary Concentration
3014622,Arbitrary Concentration
3015147,Arbitrary Concentration
3008907,Arbitrary Concentration
3007560,Arbitrary Concentration
3014153,Arbitrary Concentration
3008980,Arbitrary Concentration
3015517,Arbitrary Concentration
3016059,Arbitrary Concentration
3016899,Presence or Threshold
3008319,Arbitrary Concentration
3007142,Arbitrary Concentration
3026513,Arbitrary Concentration
3027891,Presence or Threshold
3005760,Susceptibility (microorganisms)
3017251,Arbitrary Concentration
3004226,Arbitrary Concentration
3006861,Arbitrary Concentration
3005697,Arbitrary Concentration
3027405,Arbitrary Concentration
3028538,Arbitrary Concentration
3024177,Arbitrary Concentration
3025020,Arbitrary Concentration
3011558,Arbitrary Concentration
3011165,Arbitrary Concentration
3025212,Arbitrary Concentration
3024267,Arbitrary Concentration
3025089,Arbitrary Concentration
3025931,Arbitrary Concentration
3012458,Arbitrary Concentration
3026759,Arbitrary Concentration
3012953,Arbitrary Concentration
3010382,Arbitrary Concentration
3014081,Arbitrary Concentration
3020214,Arbitrary Concentration
3013124,Arbitrary Concentration
3027960,Arbitrary Concentration
3013858,Arbitrary Concentration
3011049,Arbitrary Concentration
3014972,Arbitrary Concentration
3021105,Arbitrary Concentration
3003246,Partial pressure
3021624,Arbitrary Concentration
3005301,Arbitrary Concentration
3000175,Arbitrary Concentration
3003097,Arbitrary Concentration
3015646,Arbitrary Concentration
3019023,Arbitrary Concentration
3021995,Arbitrary Concentration
3005257,Arbitrary Concentration
3002142,Partial pressure
3000954,Arbitrary Concentration
3003593,Arbitrary Concentration
3002498,Arbitrary Concentration
3001409,Arbitrary Concentration
3019728,Arbitrary Concentration
3035403,Arbitrary Concentration
3000240,Arbitrary Concentration
3003801,Arbitrary Concentration
3021002,Partial pressure
3002703,Arbitrary Concentration
3001054,Arbitrary Concentration
3020367,Arbitrary Concentration
3035747,Arbitrary Concentration
3036565,Arbitrary Concentration
3037405,Presence or Threshold
3020299,Arbitrary Concentration
3009234,Arbitrary Concentration
3013316,Susceptibility (microorganisms)
3020716,Volume Fraction
3019710,Arbitrary Concentration
3035108,Presence or Threshold
3035680,Arbitrary Concentration
3035903,Presence or Threshold
3009969,Arbitrary Concentration
3013478,Arbitrary Concentration
3018674,Arbitrary Concentration
3008079,Arbitrary Concentration
3014861,Presence or Threshold
3015457,Arbitrary Concentration
3020295,Presence or Threshold
3009217,Arbitrary Concentration
3014437,Arbitrary Concentration
3009049,Presence or Threshold
3015524,Presence or Threshold
3016357,Presence or Threshold
3016955,Arbitrary Concentration
3004020,Arbitrary Concentration
3005629,Volume Rate
3007278,Arbitrary Concentration
3006117,Presence or Threshold
3027706,Susceptibility (microorganisms)
3016184,Arbitrary Concentration
3017005,Presence or Threshold
3017536,Presence or Threshold
3004066,Arbitrary Concentration
3006935,Arbitrary Concentration
3005756,Arbitrary Concentration
3000022,Type
3027698,Arbitrary Concentration
3023956,Arbitrary Concentration
3024488,Arbitrary Concentration
3025325,Arbitrary Concentration
3007902,Arbitrary Concentration
3006804,Presence or Threshold
3025275,Arbitrary Concentration
3024869,Presence or Threshold
3002819,Mass
3025391,Presence or Threshold
3026221,Arbitrary Concentration
3012517,Arbitrary Concentration
3026443,Arbitrary Concentration
3013257,Arbitrary Concentration
3010683,Presence or Threshold
3025995,Arbitrary Concentration
3026891,Arbitrary Concentration
3001795,Mass
3013416,Arbitrary Concentration
3027638,Arbitrary Concentration
3009247,Arbitrary Concentration
3011339,Presence or Threshold
3015266,Arbitrary Concentration
3019628,Presence or Threshold
3021630,Arbitrary Concentration
3005293,Arbitrary Concentration
3009910,Arbitrary Concentration
3010448,Arbitrary Concentration
3015945,Arbitrary Concentration
3021573,Arbitrary Concentration
3022580,Arbitrary Concentration
3005252,Arbitrary Concentration
3000399,Presence or Threshold
3003663,Arbitrary Concentration
3002569,Arbitrary Concentration
3001466,Arbitrary Concentration
3023498,Arbitrary Concentration
3023799,Arbitrary Concentration
3000307,Arbitrary Concentration
3003810,Presence or Threshold
3002213,Arbitrary Concentration
3001112,Arbitrary Concentration
3021286,Arbitrary Concentration
3037856,Volume
3036043,Arbitrary Concentration
3036849,Arbitrary Concentration
3037082,Arbitrary Concentration
3003146,Arbitrary Concentration
3002105,Arbitrary Concentration
3035560,Arbitrary Concentration
3036686,Arbitrary Concentration
3037498,Arbitrary Concentration
3033607,Volume
3038043,Arbitrary Concentration
3021486,Arbitrary Concentration
3012379,Arbitrary Concentration
3015400,Presence or Threshold
3008690,Arbitrary Concentration
3038109,Arbitrary Concentration
3034100,Arbitrary Concentration
3022160,Arbitrary Concentration
3034142,Mass Rate
3013027,Arbitrary Concentration
3011622,Arbitrary Concentration
3016819,Presence or Threshold
3017373,Arbitrary Concentration
3017969,Presence or Threshold
3018510,Arbitrary Concentration
3004885,Arbitrary Concentration
3012528,Presence or Threshold
3022436,Volume
3018333,Presence or Threshold
3018583,Arbitrary Concentration
3014195,Arbitrary Concentration
3003913,Arbitrary Concentration
3007617,Arbitrary Concentration
3006521,Arbitrary Concentration
3022986,Arbitrary Concentration
3021407,Arbitrary Concentration
3023898,Susceptibility (microorganisms)
3018504,Arbitrary Concentration
3004868,Arbitrary Concentration
3007965,Arbitrary Concentration
3006251,Arbitrary Concentration
3021760,Presence or Threshold
3024855,Arbitrary Concentration
3025689,Arbitrary Concentration
3026529,Arbitrary Concentration
3012825,Arbitrary Concentration
3001894,Volume
3027351,Arbitrary Concentration
3022971,Arbitrary Concentration
3025515,Arbitrary Concentration
3026062,Arbitrary Concentration
3027194,Arbitrary Concentration
3010309,Presence or Threshold
3027624,Presence or Threshold
3009308,Presence or Threshold
3000582,Volume Rate
3009843,Arbitrary Concentration
3015577,Arbitrary Concentration
3023627,Arbitrary Concentration
3028364,Arbitrary Concentration
3028590,Arbitrary Concentration
3010217,Arbitrary Concentration
3010756,Arbitrary Concentration
3016253,Arbitrary Concentration
3033356,Mass Rate
3021871,Presence or Threshold
3022594,Presence or Threshold
3023428,Presence or Threshold
3000414,Presence or Threshold
3003721,Arbitrary Concentration
3014045,Presence or Threshold
3022539,Presence or Threshold
3023566,Presence or Threshold
3034500,Volume
3019140,Arbitrary Concentration
3005036,Arbitrary Concentration
3036334,Arbitrary Concentration
3035034,Volume Rate
3037280,Arbitrary Concentration
3037805,Arbitrary Concentration
3033808,Arbitrary Concentration
3000712,Arbitrary Concentration
3019993,Volume Rate
3017722,Arbitrary Concentration
3018274,Arbitrary Concentration
3020256,Arbitrary Concentration
3013946,Presence or Threshold
3012599,Arbitrary Concentration
3017784,Presence or Threshold
3018638,Arbitrary Concentration
3018884,Presence or Threshold
3013975,Volume Rate
3014803,Arbitrary Concentration
3003968,Presence or Threshold
3007674,Arbitrary Concentration
3006586,Arbitrary Concentration
3008104,Presence or Threshold
3015181,Arbitrary Concentration
3015464,Arbitrary Concentration
3008752,Arbitrary Concentration
3012565,Volume
3008192,Arbitrary Concentration
3005992,Arbitrary Concentration
3027250,Arbitrary Concentration
3004118,Arbitrary Concentration
3007299,Arbitrary Concentration
3017768,Volume Rate
3006185,Arbitrary Concentration
3026821,Arbitrary Concentration
3023835,Presence or Threshold
3024432,Arbitrary Concentration
3010967,Arbitrary Concentration
3011509,Arbitrary Concentration
3011437,Arbitrary Concentration
3018323,Volume
3024216,Arbitrary Concentration
3024498,Arbitrary Concentration
3025336,Arbitrary Concentration
3011874,Presence or Threshold
3026711,Arbitrary Concentration
3012321,Arbitrary Concentration
3009789,Arbitrary Concentration
3010012,Arbitrary Concentration
3020176,Arbitrary Concentration
3020094,Arbitrary Concentration
3010862,Arbitrary Concentration
3011711,Presence or Threshold
3013729,Presence or Threshold
3022842,Presence or Threshold
3019282,Presence or Threshold
3019201,Arbitrary Concentration
3004561,Arbitrary Concentration
3003468,Arbitrary Concentration
3035675,Volume Rate
3003138,Arbitrary Concentration
3002031,Presence or Threshold
3020161,Presence or Threshold
3020393,Presence or Threshold
3005534,Presence or Threshold
3004440,Presence or Threshold
3003330,Presence or Threshold
3001607,Presence or Threshold
3035895,Mass Rate
3019070,Presence or Threshold
3037578,Presence or Threshold
3037818,Presence or Threshold
3033484,Presence or Threshold
3002980,Presence or Threshold
3001871,Presence or Threshold
3000543,Presence or Threshold
3033325,Arbitrary Concentration
3033862,Arbitrary Concentration
3034694,Presence or Threshold
3022765,Presence or Threshold
3013641,Presence or Threshold
3012216,Presence or Threshold
3017182,Presence or Threshold
3034823,Arbitrary Concentration
3035059,Presence or Threshold
3013466,Time (e.g. seconds)
3036183,Presence or Threshold
3009384,Presence or Threshold
3013200,Presence or Threshold
3018094,Presence or Threshold
3008509,Presence or Threshold
3014584,Presence or Threshold
3015095,Presence or Threshold
3008856,Presence or Threshold
3018676,Arbitrary Concentration
3013793,Presence or Threshold
3014100,Presence or Threshold
3008944,Presence or Threshold
3015234,Presence or Threshold
3015773,Presence or Threshold
3016303,Presence or Threshold
3008263,Presence or Threshold
3007152,Arbitrary Concentration
3005980,Presence or Threshold
3026463,Presence or Threshold
3016370,Presence or Threshold
3017198,Presence or Threshold
3007358,Presence or Threshold
3005708,Presence or Threshold
3027122,Presence or Threshold
3028499,Presence or Threshold
3008009,Arbitrary Concentration
3024127,Presence or Threshold
3024732,Presence or Threshold
3011272,Arbitrary Concentration
3006699,Arbitrary Concentration
3028030,Presence or Threshold
3024272,Presence or Threshold
3024508,Presence or Threshold
3025640,Presence or Threshold
3014914,Substance Concentration
3012174,Presence or Threshold
3026384,Presence or Threshold
3012672,Presence or Threshold
3010096,Presence or Threshold
3010637,Presence or Threshold
3026259,Presence or Threshold
3013070,Presence or Threshold
3027360,Presence or Threshold
3015449,Substance Concentration
3010998,Presence or Threshold
3014693,Presence or Threshold
3021121,Presence or Threshold
3021346,Presence or Threshold
3005177,Presence or Threshold
3000193,Presence or Threshold
3024480,Titer
3009862,Presence or Threshold
3008737,Time (e.g. seconds)
3015587,Presence or Threshold
3019356,Presence or Threshold
3022006,Presence or Threshold
3005208,Presence or Threshold
3001363,Presence or Threshold
3019447,Arbitrary Concentration
3023174,Presence or Threshold
3000490,Arbitrary Concentration
3003684,Arbitrary Concentration
3002648,Arbitrary Concentration
3001002,Presence or Threshold
3020319,Presence or Threshold
3035769,Presence or Threshold
3036235,Presence or Threshold
3036761,Presence or Threshold
3007550,Time (e.g. seconds)
3023392,Presence or Threshold
3001343,Presence or Threshold
3019425,Presence or Threshold
3035121,Presence or Threshold
