concept_id	concept_code	concept_name	vocabulary_id	is_panel	has_component	has_property	has_method	has_scale_type	has_system	has_time_aspect
1091109	105656-3	Fusobacterium necrophorum DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Fusobacterium necrophorum DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091110	105066-5	SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Specimen	LOINC	FALSE	SARS-CoV+SARS-CoV-2 (COVID-19) Ag	Presence or Threshold		Ord	XXX	Point in time (spot)
1091111	105040-0	Hemoglobin [Mass/volume] in Mixed venous blood by calculation	LOINC	FALSE	Hemoglobin	Mass Concentration	Calculated	Qn	Blood mixed venous	Point in time (spot)
1091112	105978-1	Desmethylzopiclone [Presence] in Urine	LOINC	FALSE	Desmethylzopiclone	Presence or Threshold		Ord	Urine	Point in time (spot)
1091113	105216-6	Influenza virus B RNA [Presence] in Bronchial specimen by NAA with probe detection	LOINC	FALSE	Influenza virus B RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchial	Point in time (spot)
1091114	105026-9	Bacterial Carbapenem resistance blaOXA-162 gene [Presence] by Molecular method	LOINC	FALSE	Bacterial Carbapenem resistance blaOXA-162 gene	Presence or Threshold	Molecular genetics	Ord	Isolate or Specimen	Point in time (spot)
1091115	104659-8	Sialate.total/Creatinine [Molar ratio] in Urine	LOINC	FALSE	Sialate.total/Creatinine	Substance Ratio		Qn	Urine	Point in time (spot)
1091116	104619-2	Spermatozoa.abnormal chromatin in Semen by Flow cytometry (FC)	LOINC	FALSE	Spermatozoa.abnormal chromatin	Number Fraction	Flow cytometry (FC)	Qn	Semen	Point in time (spot)
1091119	104752-1	Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA [Presence] in Cervix by Molecular genetics method	LOINC	FALSE	Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+68 DNA	Presence or Threshold	Molecular genetics	Ord	Cervix	Point in time (spot)
1091120	105487-3	Patient has a pain rating of 5 on a pain scale of 1 (no pain) to 10 (worst possible pain), pain has improved 1D later, now, what pain rating might the patient have	LOINC	FALSE	Patient has a pain rating of 5 on a pain scale of 1 (no pain) to 10 (worst possible pain), pain has improved 1D later, now, what pain rating might the patient have	Finding		Ord	^Patient	Point in time (spot)
1091121	106131-6	Naloxone [Presence] in Urine	LOINC	FALSE	Naloxone	Presence or Threshold		Ord	Urine	Point in time (spot)
1091122	105869-2	Band form neutrophils [Presence] in Blood	LOINC	FALSE	Band form neutrophils	Presence or Threshold		Ord	Blood	Point in time (spot)
1091123	105261-2	Glycogen storage disease multigene analysis in Blood or Tissue by Molecular genetics method	LOINC	FALSE	Glycogen storage disease multigene analysis	Finding	Molecular genetics	Doc	Blood or Tissue	Point in time (spot)
1091124	105959-1	DULoxetine [Mass/volume] in Urine	LOINC	FALSE	DULoxetine	Mass Concentration		Qn	Urine	Point in time (spot)
1091125	104837-0	Protein.monoclonal [Mass/volume] in Serum or Plasma	LOINC	FALSE	Protein.monoclonal	Mass Concentration		Qn	Serum or Plasma	Point in time (spot)
1091126	105529-2	MDA5 Ab [Units/volume] in Serum	LOINC	FALSE	MDA5 Ab	Arbitrary Concentration		Qn	Serum	Point in time (spot)
1091127	105072-3	Escherichia coli enterotoxigenic ltA+st1a+st1b genes [Presence] in Stool	LOINC	FALSE	Escherichia coli enterotoxigenic ltA+st1a+st1b genes	Presence or Threshold		Ord	Stool	Point in time (spot)
1091128	105347-9	Methylmalonate aciduria multigene analysis in Blood or Tissue by Molecular genetics method	LOINC	FALSE	Methylmalonate aciduria multigene analysis	Finding	Molecular genetics	Doc	Blood or Tissue	Point in time (spot)
1091129	105784-3	Bacterial beta-lactam resistance blaNDM gene [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Bacterial beta-lactam resistance blaNDM gene	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091130	105697-7	Pneumocystis murina DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Pneumocystis murina DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091131	105753-8	Maximum amplitude kaolin+tissue factor induced [Length] in Blood by Resonance TEG --post heparin neutralization	LOINC	FALSE	Maximum clot strength amplitude.kaolin+tissue factor induced^post heparin neutralization	Length	Resonance TEG	Qn	Blood	Point in time (spot)
1091132	105777-7	Aminoglycoside 6'-N-acetyltransferase type Ib gene [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Aminoglycoside 6'-N-acetyltransferase type Ib gene	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091133	104517-8	T little c super little a Ab [Presence] in Serum or Plasma	LOINC	FALSE	T little c super little a Ab	Presence or Threshold		Ord	Serum or Plasma	Point in time (spot)
1091134	105556-5	Sjogrens syndrome-A extractable nuclear 52kD IgG Ab [Units/volume] in Serum	LOINC	FALSE	Sjogrens syndrome-A extractable nuclear 52kD IgG	Arbitrary Concentration		Qn	Serum	Point in time (spot)
1091135	105638-1	Borreliella sp DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Borreliella sp DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091136	105059-0	Microscopic observation [Identifier] in Specimen	LOINC	FALSE	Observation	Presence or Identity		Nom	XXX	Point in time (spot)
1091137	105341-2	2-Hydroxyglutarate aciduria multigene analysis in Blood or Tissue by Molecular genetics method	LOINC	FALSE	2-Hydroxyglutarate aciduria multigene analysis	Finding	Molecular genetics	Doc	Blood or Tissue	Point in time (spot)
1091138	105755-3	M. tuberculosis rrs gene kanamycin high level resistance mutation [Identifier] in Isolate or Specimen by Molecular genetics method Nominal	LOINC	FALSE	M. tuberculosis rrs gene kanamycin high level resistance mutation	Presence or Identity	Molecular genetics	Nom	Isolate or Specimen	Point in time (spot)
1091139	105816-3	Vancomycin resistance vanA gene [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Bacterial vancomycin resistance vanA gene	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091140	104878-4	Hematocrit [Volume Fraction] of Blood --2 hours post dose glucose	LOINC	FALSE	Hematocrit^2H post dose glucose	Volume Fraction		Qn	Blood	Point in time (spot)
1091141	105665-4	Micrococcus luteus DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Micrococcus luteus DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091143	105505-2	The Level of health numeracy score number shows the chance of having a cancer medication side effect	LOINC	FALSE	The Level of health numeracy score number shows the chance of having a cancer medication side effect	Finding		Ord	^Patient	Point in time (spot)
1091146	104844-6	Copper IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST)	LOINC	FALSE	Copper Ab.IgE	Presence or Threshold	Radioallergosorbent test (RAST)	SemiQn	Serum	Point in time (spot)
1091148	105668-8	Nocardia sp DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Nocardia sp DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091149	104742-2	Ova and parasites identified in Specimen	LOINC	FALSE	Ova and parasites	Presence or Identity		Nom	XXX	Point in time (spot)
1091151	104818-0	Medication parsable directions Medication Narrative	LOINC	FALSE	Medication parsable directions	Type		Nar	Medication	Point in time (spot)
1091152	106124-1	Sperm midpiece in Specimen	LOINC	FALSE	Sperm midpiece	Finding		Nom	XXX	Point in time (spot)
1091153	104535-0	Cobalamin, Methionine and Methylmalonic Acid Pathways Panel - Serum or Plasma	LOINC	TRUE	Cobalamin, Methionine and Methylmalonic Acid Pathways Panel	-		-	Serum or Plasma	Point in time (spot)
1091154	105354-5	Glutarate aciduria 2 multigene analysis in Blood or Tissue by Molecular genetics method	LOINC	FALSE	Glutarate aciduria 2 multigene analysis	Finding	Molecular genetics	Doc	Blood or Tissue	Point in time (spot)
1091156	104678-8	1,1-Dimethoxyoctadecane (DMA 18:0)/Octadecanoate (C18:0) [Mass Ratio] in Red Blood Cells	LOINC	FALSE	1,1-Dimethoxyoctadecane/octadecanoate	Mass Ratio		Qn	Red Blood Cells	Point in time (spot)
1091157	105602-7	Lymph node involvement [Likelihood] in Tissue Qualitative	LOINC	FALSE	Lymph node involvement	Likelihood		Ord	Tissue and Smears	Point in time (spot)
1091158	104599-6	Fungal susceptibility panel - Isolate by Minimum inhibitory concentration (MIC)	LOINC	FALSE	Fungal susceptibility panel	-	Minimum inhibitory concentration (MIC)	OrdQn	Isolate	Point in time (spot)
1091159	104523-6	W little b Ab [Presence] in Serum or Plasma	LOINC	FALSE	W little b Ab	Presence or Threshold		Ord	Serum or Plasma	Point in time (spot)
1091160	105210-9	Enterovirus RNA [Presence] in Sputum by NAA with probe detection	LOINC	FALSE	Enterovirus RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Sputum	Point in time (spot)
1091162	105685-2	Fungus DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Fungus DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091167	104998-0	Main pulmonary artery Peak pressure gradient by US	LOINC	FALSE	Gradient maximum	Pressure Difference	Ultrasound	Qn	Pulmonary artery main	Point in time (spot)
1091168	105711-6	Pentylone/Creatinine [Mass Ratio] in Urine by Confirmatory method	LOINC	FALSE	Pentylone/Creatinine	Mass Ratio	Confirm	Qn	Urine	Point in time (spot)
1091169	104502-0	Es^a Ab [Titer] in Serum or Plasma	LOINC	FALSE	Es^a Ab	Titer		SemiQn	Serum or Plasma	Point in time (spot)
1091170	104507-9	Ge3 Ab [Titer] in Serum or Plasma	LOINC	FALSE	Ge3 Ab	Titer		SemiQn	Serum or Plasma	Point in time (spot)
1091171	105883-3	Clostridioides difficile toxin A+B tcdA+tcdB genes [Presence] in Stool	LOINC	FALSE	Clostridioides difficile toxin A+B tcdA+tcdB genes	Presence or Threshold		Ord	Stool	Point in time (spot)
1091173	105619-1	Corynebacterium diphtheriae [Presence] in Throat by Culture	LOINC	FALSE	Corynebacterium diphtheriae	Presence or Threshold	Culture	Ord	Throat	Point in time (spot)
1091174	104737-2	Human metapneumovirus RNA [Presence] in Specimen by Molecular genetics method	LOINC	FALSE	Human metapneumovirus RNA	Presence or Threshold	Molecular genetics	Ord	XXX	Point in time (spot)
1091175	105779-3	Bacterial aminoglycoside resistance ArmA gene [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Bacterial aminoglycoside resistance ArmA gene	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091176	104936-0	Noninvasive colorectal cancer RNA and occult blood screening [Presence] in Stool	LOINC	FALSE	Noninvasive colorectal cancer RNA and occult blood screening	Presence or Threshold		Ord	Stool	Point in time (spot)
1091177	105258-8	PhenX - family history of incarceration protocol 281001	LOINC	TRUE	PhenX - family history of incarceration protocol 281001	-	PhenX	-	^Patient	Point in time (spot)
1091178	104669-7	CYP2D6 Activity Score in Blood or Tissue	LOINC	FALSE	CYP2D6 Activity Score	Score		SemiQn	Blood or Tissue	Point in time (spot)
1091179	106117-5	Spermatozoa IgA+IgG Ab/Spermatozoa in Semen	LOINC	FALSE	Spermatozoa Ab.IgA+IgG/Spermatozoa	Number Fraction		Qn	Semen	Point in time (spot)
1091182	104992-3	Paraneoplastic vision loss evaluation panel - Serum	LOINC	TRUE	Paraneoplastic vision loss evaluation panel	-		-	Serum	Point in time (spot)
1091183	104856-0	Copper IgE Ab [Units/volume] in Serum	LOINC	FALSE	Copper Ab.IgE	Arbitrary Concentration		Qn	Serum	Point in time (spot)
1091184	104873-5	Glucose dumping syndrome panel - Serum, Plasma or Blood	LOINC	TRUE	Glucose dumping syndrome panel	-		-	Serum, Plasma or Blood	Point in time (spot)
1091185	106211-6	Human bocavirus 1+2+3+4 DNA [Presence] in Bronchial specimen by NAA with probe detection	LOINC	FALSE	Human bocavirus 1+2+3+4 DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchial	Point in time (spot)
1091186	105695-1	Pichia sp DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Pichia sp DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091189	105349-5	Neuronal ceroid lipofuscinosis multigene analysis in Blood or Tissue by Molecular genetics method	LOINC	FALSE	Neuronal ceroid lipofuscinosis multigene analysis	Finding	Molecular genetics	Doc	Blood or Tissue	Point in time (spot)
1091190	105006-1	Patent ductus arteriosis Mean pressure gradient by US	LOINC	FALSE	Mean pressure gradient	Pressure Difference	Ultrasound	Qn	Patent ductus arteriosis	Point in time (spot)
1091194	106003-7	Racial and ethnic minority status [Percentile] Reporting Period	LOINC	FALSE	Racial and ethnic minority status	Percentile		Qn	^Patient	Reporting Period
1091196	105936-9	Abemaciclib M20 metabolite [Mass/volume] in Serum or Plasma	LOINC	FALSE	Abemaciclib M20 metabolite	Mass Concentration		Qn	Serum or Plasma	Point in time (spot)
1091198	106126-6	Sperm tail tip in Specimen	LOINC	FALSE	Sperm tail tip	Finding		Nom	XXX	Point in time (spot)
1091199	105749-6	SARS-CoV-2 (COVID-19) RNA [Presence] in Bronchoalveolar lavage by NAA with probe detection	LOINC	FALSE	SARS-CoV-2 (COVID-19) RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchoalveolar lavage	Point in time (spot)
1091200	105907-0	Bacteria [#/volume] in Urine	LOINC	FALSE	Bacteria	Number Concentration		Qn	Urine	Point in time (spot)
1091201	105947-6	1-Hydroxymidazolam [Presence] in Urine by Confirmatory method	LOINC	FALSE	1-Hydroxymidazolam	Presence or Threshold	Confirm	Ord	Urine	Point in time (spot)
1091202	105674-6	Proteus sp DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Proteus sp DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091205	104713-3	Stomatocytes [Presence] in Blood	LOINC	FALSE	Stomatocytes	Presence or Threshold		Ord	Blood	Point in time (spot)
1091206	105551-6	PL-7 Ab [Units/volume] in Serum	LOINC	FALSE	PL-7 Ab	Arbitrary Concentration		Qn	Serum	Point in time (spot)
1091208	105048-3	aPTT.factor substitution [Time Ratio] in Control Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma	LOINC	FALSE	Coagulation surface induced.factor substitution^immediately after addition of normal plasma	Time Ratio	Coagulation assay	Qn	Platelet poor plasma^Control	Point in time (spot)
1091209	105436-0	Haemophilus influenzae DNA [Presence] in Nasopharynx by NAA with probe detection	LOINC	FALSE	Haemophilus influenzae DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Nasopharynx	Point in time (spot)
1091210	105074-9	Legionella pneumophila 1 Ag [Presence] in Specimen	LOINC	FALSE	Legionella pneumophila 1 Ag	Presence or Threshold		Ord	XXX	Point in time (spot)
1091211	104675-4	Alpha-Phenyl-2-Piperidine acetate [Mass/volume] in Urine by LC/MS/MS	LOINC	FALSE	Alpha-Phenyl-2-Piperidine acetate	Mass Concentration	LC/MS/MS	Qn	Urine	Point in time (spot)
1091213	105925-2	Bacteria identified in Periumbilical by Aerobe culture	LOINC	FALSE	Bacteria	Presence or Identity	Aerobe culture	Nom	Periumbilical	Point in time (spot)
1091214	105767-8	Proteus sp DNA [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Proteus sp DNA	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091215	106119-1	Spermatozoa IgA Ab/Spermatozoa in Semen	LOINC	FALSE	Spermatozoa Ab.IgA/Spermatozoa	Number Fraction		Qn	Semen	Point in time (spot)
1091216	105648-0	Cutibacterium acnes DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Cutibacterium acnes DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091217	105203-4	fentaNYL [Mass/volume] in Blood by LC/MS/MS	LOINC	FALSE	fentaNYL	Mass Concentration	LC/MS/MS	Qn	Blood	Point in time (spot)
1091218	105700-9	Scedosporium sp DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Scedosporium sp DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091219	105611-8	Chlamydophila pneumoniae DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection	LOINC	FALSE	Chlamydophila pneumoniae DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchoalveolar lavage	Point in time (spot)
1091221	105234-9	Influenza virus B RNA [Presence] in Sputum by NAA with probe detection	LOINC	FALSE	Influenza virus B RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Sputum	Point in time (spot)
1091223	105552-4	PL-12 Ab [Units/volume] in Serum	LOINC	FALSE	PL-12 Ab	Arbitrary Concentration		Qn	Serum	Point in time (spot)
1091224	104877-6	Hematocrit [Volume Fraction] of Blood --1.5 hours post dose glucose	LOINC	FALSE	Hematocrit^1.5H post dose glucose	Volume Fraction		Qn	Blood	Point in time (spot)
1091225	105804-9	Cryptococcus gattii+neoformans DNA [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Cryptococcus gattii+neoformans DNA	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091227	104653-1	Hyaline casts [#/area] in Urine by Computer assisted method	LOINC	FALSE	Hyaline casts	Number Areic (per area)	Computer assisted method	Qn	Urine	Point in time (spot)
1091229	106002-9	Household characteristics [Percentile] Reporting Period	LOINC	FALSE	Household characteristics	Percentile		Qn	^Patient	Reporting Period
1091230	105013-7	Bacterial carbapenem resistance blaGES-11 gene [Presence] by Molecular method	LOINC	FALSE	Bacterial carbapenem resistance blaGES-11 gene	Presence or Threshold	Molecular genetics	Ord	Isolate or Specimen	Point in time (spot)
1091231	105900-5	Bacteria Identification [Presence] in Isolate	LOINC	FALSE	Bacteria Identification	Presence or Threshold		Ord	Isolate	Point in time (spot)
1091232	105235-6	Parainfluenza virus RNA [Presence] in Sputum by NAA with probe detection	LOINC	FALSE	Parainfluenza virus RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Sputum	Point in time (spot)
1091234	105623-3	Mycoplasma hominis DNA [Presence] in Urine by NAA with probe detection	LOINC	FALSE	Mycoplasma hominis DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Urine	Point in time (spot)
1091235	105458-4	Lysosomal and peroxisomal storage disorders panel - DBS	LOINC	TRUE	Lysosomal and peroxisomal storage disorders panel	-		-	DBS	Point in time (spot)
1091236	104631-7	Normetanephrine [Mass/time] in 24 hour Urine by LC/MS/MS	LOINC	FALSE	Normetanephrine	Mass Rate	LC/MS/MS	Qn	Urine	24 hours
1091237	106158-9	Insulin [Units/volume] in DBS by Immunoassay	LOINC	FALSE	Insulin	Arbitrary Concentration	Immunoassay	Qn	DBS	Point in time (spot)
1091239	105587-0	IDH1 and IDH2 genes and TERT genes targeted mutation analysis in Tissue by Molecular genetics method	LOINC	FALSE	IDH1 gene & IDH2 gene & TERT gene targeted mutation analysis	Finding	Molecular genetics	Doc	Tissue and Smears	Point in time (spot)
1091240	105678-7	Streptococcus dysgalactiae DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Streptococcus dysgalactiae DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091242	105613-4	Pneumocystis jirovecii DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection	LOINC	FALSE	Pneumocystis jirovecii DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchoalveolar lavage	Point in time (spot)
1091243	105012-9	Fungal ITS region [Presence] in Specimen by Sequencing	LOINC	FALSE	Fungal ITS region	Presence or Threshold	Sequencing	Ord	Specimen	Point in time (spot)
1091244	105232-3	Influenza virus A+B RNA [Presence] in Sputum by NAA with probe detection	LOINC	FALSE	Influenza virus A+B RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Sputum	Point in time (spot)
1091245	106061-5	Enteric bacteria panel - Stool by NAA with probe detection	LOINC	TRUE	Enteric bacteria panel	-	Nucleic acid amplification with probe detection	-	Stool	Point in time (spot)
1091246	105652-2	Enterobacter hormaechei DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Enterobacter hormaechei DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091247	105776-9	Enterobacterales DNA [Cycle Threshold #] in Positive blood culture by NAA with probe detection	LOINC	FALSE	Enterobacterales DNA	ThreshNum	Nucleic acid amplification with probe detection	Qn	Positive blood culture	Point in time (spot)
1091248	105879-1	Cytomegalovirus DNA [log units/volume] in Serum or Plasma	LOINC	FALSE	Cytomegalovirus DNA	Log unit concentration		Qn	Serum or Plasma	Point in time (spot)
1091249	105530-0	Beta hydroxythiofentanyl [Mass/volume] in Urine	LOINC	FALSE	Beta hydroxythiofentanyl	Mass Concentration		Qn	Urine	Point in time (spot)
1091251	105221-6	Parainfluenza virus 4 RNA [Presence] in Bronchial specimen by NAA with probe detection	LOINC	FALSE	Parainfluenza virus 4 RNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchial	Point in time (spot)
1091252	104670-5	PRKACA 19p13.1 gene rearrangement in Tissue by FISH	LOINC	FALSE	PRKACA 19p13.1 gene rearrangement	Finding	Fluorescent in situ hybridization (FISH)	Doc	Tissue and Smears	Point in time (spot)
1091253	106046-6	Methicillin resistant Staphylococcus aureus [Presence] in Axilla by Organism specific culture	LOINC	FALSE	Methicillin resistant Staphylococcus aureus	Presence or Threshold	Organism specific culture	Ord	Axilla	Point in time (spot)
1091254	105934-4	N-Desmethyl regorafenib [Mass/volume] in Serum or Plasma	LOINC	FALSE	N-Desmethyl regorafenib	Mass Concentration		Qn	Serum or Plasma	Point in time (spot)
1091255	105923-7	Cryptococcus sp Ag [Presence] in Blood by Immunoassay	LOINC	FALSE	Cryptococcus sp Ag	Presence or Threshold	Immunoassay	Ord	Blood	Point in time (spot)
1091258	105575-5	Proximity to treatment storage and disposal facilities	LOINC	FALSE	Proximity to treatment storage and disposal facilities	Number Fraction		Qn	^Patient	Point in time (spot)
1091259	105193-7	Treponema pallidum IgG Ab index [Units/volume] in Serum and CSF	LOINC	FALSE	Treponema pallidum Ab.IgG Index	Arbitrary Concentration		Qn	Serum and CSF	Point in time (spot)
1091260	105288-5	Neutrophil membrane Ab [Interpretation] in Serum or Plasma Narrative	LOINC	FALSE	Neutrophil membrane Ab	Impression/interpretation of study		Nar	Serum or Plasma	Point in time (spot)
1091263	105570-6	Particulate matter (PM2.5)	LOINC	FALSE	Particulate matter (PM2.5)	Number Fraction		Qn	^Patient	Point in time (spot)
1091264	104480-9	Cells.recipient derived/cells in Bone marrow by Molecular genetics method --post stem cell transplant	LOINC	FALSE	Cells.recipient derived/Cells^post stem cell transplantation	Number Fraction	Molecular genetics	Qn	Bone marrow	Point in time (spot)
1091265	105938-5	DPYD gene.c.1236G>A [Presence] in Blood or Tissue by Molecular genetics method	LOINC	FALSE	DPYD gene.c.1236G>A	Presence or Threshold	Molecular genetics	Ord	Blood or Tissue	Point in time (spot)
1091266	104860-2	Antimony IgE Ab [Units/volume] in Serum	LOINC	FALSE	Antimony Ab.IgE	Arbitrary Concentration		Qn	Serum	Point in time (spot)
1091268	105522-7	Phosphodiesterase 10A IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence	LOINC	FALSE	Phosphodiesterase 10A Ab.IgG	Titer	Immunofluorescence (IF)	SemiQn	Cerebral spinal fluid	Point in time (spot)
1091271	105084-8	Trichomonas vaginalis rRNA [Presence] in Specimen	LOINC	FALSE	Trichomonas vaginalis rRNA	Presence or Threshold		Ord	XXX	Point in time (spot)
1091272	105615-9	Bordetella pertussis DNA [Presence] in Bronchoalveolar lavage by NAA with probe detection	LOINC	FALSE	Bordetella pertussis DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Bronchoalveolar lavage	Point in time (spot)
1091274	105053-3	Calcium oxalate crystals [Presence] in Urine sediment by Microscopy	LOINC	FALSE	Calcium oxalate crystals	Presence or Threshold	Microscopy	Ord	Urine sediment	Point in time (spot)
1091275	106028-4	Cytomegalovirus DNA [Presence] in Genital specimen by NAA with probe detection	LOINC	FALSE	Cytomegalovirus DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Genital	Point in time (spot)
1091277	105818-9	Maximum tolerated dose [Dosage] Administered medication	LOINC	FALSE	Maximum tolerated dose	Dosage		Qn	Medication administered	Point in time (spot)
1091280	104520-2	T little c super little b Ab [Titer] in Serum or Plasma	LOINC	FALSE	T little c super little b Ab	Titer		SemiQn	Serum or Plasma	Point in time (spot)
1091281	104546-7	Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum or Plasma	LOINC	FALSE	Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free	Mass Ratio		Qn	Serum or Plasma	Point in time (spot)
1091282	105286-9	Neutrophil membrane Ab [Presence] in Serum or Plasma by Flow cytometry (FC)	LOINC	FALSE	Neutrophil membrane Ab	Presence or Threshold	Flow cytometry (FC)	Ord	Serum or Plasma	Point in time (spot)
1091283	105571-4	Ozone	LOINC	FALSE	Ozone	Number Fraction		Qn	^Patient	Point in time (spot)
1091284	105272-9	Glucose [Moles/volume] in Interstitial fluid	LOINC	FALSE	Glucose	Substance Concentration		Qn	Interstitial fluid	Point in time (spot)
1091285	105541-7	Rheumatoid arthritis disease activity risk category [Score] in Serum or Plasma Qualitative	LOINC	FALSE	Rheumatoid arthritis disease activity risk category	Score		Ord	Serum or Plasma	Point in time (spot)
1091286	106109-2	Sperm attachment site [Identifier] in Semen	LOINC	FALSE	Sperm attachment site	Presence or Identity		Nom	Semen	Point in time (spot)
1091287	105664-7	Listeria sp DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Listeria sp DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091288	106013-6	Mycoplasma hominis DNA [Presence] in Urethra by NAA with probe detection	LOINC	FALSE	Mycoplasma hominis DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	Urethra	Point in time (spot)
1091289	104776-0	Parainfluenza virus 2 RNA [Presence] in Specimen by Molecular genetics method	LOINC	FALSE	Parainfluenza virus 2 RNA	Presence or Threshold	Molecular genetics	Ord	XXX	Point in time (spot)
1091290	104551-7	Ovarian malignancy (ROMA) panel - Serum or Plasma	LOINC	TRUE	Ovarian malignancy (ROMA) panel	-		-	Serum or Plasma	Point in time (spot)
1091292	105021-0	Bacterial Carbapenem resistance blaNDM-4 gene [Presence] by Molecular method	LOINC	FALSE	Bacterial Carbapenem resistance blaNDM-4 gene	Presence or Threshold	Molecular genetics	Ord	Isolate or Specimen	Point in time (spot)
1091297	105689-4	Candida duobushaemulonii DNA [Presence] in Specimen by NAA with probe detection	LOINC	FALSE	Candida duobushaemulonii DNA	Presence or Threshold	Nucleic acid amplification with probe detection	Ord	XXX	Point in time (spot)
1091298	105751-2	Lactose challenge panel-hydrogen - Exhaled gas	LOINC	TRUE	Lactose challenge panel-hydrogen	-		-	Exhaled gas	Point in time (spot)
1091299	104995-6	Hepatitis B virus genotype [Identifier] in Serum or Plasma by Sequencing	LOINC	FALSE	Hepatitis B virus genotype	Presence or Identity	Sequencing	Nom	Serum or Plasma	Point in time (spot)
